Geneid	ENSEMBL	log2FoldChange	padj	DEG
Gm9626	ENSMUSG00000114805.1	-0.03	NA	NS
Zfp455	ENSMUSG00000051037.15	0.06	NA	NS
Gm49064	ENSMUSG00000114771.1	0	NA	NS
Zfp458	ENSMUSG00000055480.7	-0.01	NA	NS
Gm48824	ENSMUSG00000114863.1	0	NA	NS
Zfp595	ENSMUSG00000057842.14	-0.12	NA	NS
Gm28044	ENSMUSG00000098781.1	-0.01	NA	NS
Zfp953	ENSMUSG00000098905.2	0.14	NA	NS
Gm28041	ENSMUSG00000098692.1	-0.01	NA	NS
Zfp456	ENSMUSG00000078995.10	0.08	NA	NS
Zfp429	ENSMUSG00000078994.9	-0.01	NA	NS
Gm48900	ENSMUSG00000114726.1	NA	NA	NS
Zfp459	ENSMUSG00000055560.8	-0.12	NA	NS
Gm38307	ENSMUSG00000103398.1	-0.01	NA	NS
Gm7928	ENSMUSG00000097244.1	0.1	NA	NS
Zfp874b	ENSMUSG00000059839.9	-0.01	NA	NS
Gm48899	ENSMUSG00000114788.1	NA	NA	NS
Zfp58	ENSMUSG00000071291.10	-0.1	NA	NS
Gm26965	ENSMUSG00000097565.1	NA	NA	NS
Zfp87	ENSMUSG00000097333.7	0	NA	NS
Zfp748	ENSMUSG00000095432.9	0.16	NA	NS
9430065F17Rik	ENSMUSG00000097360.8	-0.02	NA	NS
Gm49345	ENSMUSG00000114923.1	NA	NA	NS
Gm48095	ENSMUSG00000114264.1	NA	NA	NS
Gm26587	ENSMUSG00000097470.1	NA	NA	NS
Gm26875	ENSMUSG00000097371.1	0.01	NA	NS
Gm48894	ENSMUSG00000114887.1	-0.01	NA	NS
Zfp85os	ENSMUSG00000044081.7	-0.03	NA	NS
Gm9894	ENSMUSG00000052909.8	-0.02	NA	NS
Zfp493	ENSMUSG00000090659.9	-0.08	NA	NS
Zfp273	ENSMUSG00000030446.17	-0.07	NA	NS
Gm10037	ENSMUSG00000058246.8	-0.07	NA	NS
BC048507	ENSMUSG00000064063.6	0.04	NA	NS
Gm7969	ENSMUSG00000113095.1	-0.01	NA	NS
Gm48419	ENSMUSG00000112984.1	NA	NA	NS
Gm48423	ENSMUSG00000113273.1	NA	NA	NS
Gm48424	ENSMUSG00000113365.1	NA	NA	NS
AA414992	ENSMUSG00000113342.1	-0.01	NA	NS
Gm8016	ENSMUSG00000113050.1	-0.01	NA	NS
Gm48429	ENSMUSG00000113382.1	NA	NA	NS
Gm48436	ENSMUSG00000113394.1	-0.01	NA	NS
Gm48556	ENSMUSG00000112985.1	-0.01	NA	NS
1700001L19Rik	ENSMUSG00000021534.8	0	NA	NS
Gm26929	ENSMUSG00000098242.1	-0.02	NA	NS
Gm48593	ENSMUSG00000113505.1	-0.02	NA	NS
Gm35161	ENSMUSG00000113121.1	-0.03	NA	NS
Gm37122	ENSMUSG00000103035.1	0	NA	NS
Gm26844	ENSMUSG00000097522.1	-0.01	NA	NS
Gm4812	ENSMUSG00000098227.1	0	NA	NS
Gm35514	ENSMUSG00000113595.1	0	NA	NS
Gm44375	ENSMUSG00000106556.1	0	NA	NS
Gm48676	ENSMUSG00000113486.1	0.02	NA	NS
A530095I07Rik	ENSMUSG00000051805.1	-0.01	NA	NS
Srd5a1	ENSMUSG00000021594.11	0.07	NA	NS
Gm17872	ENSMUSG00000113790.1	-0.01	NA	NS
Gm48816	ENSMUSG00000113635.1	-0.02	NA	NS
Gm48817	ENSMUSG00000114037.1	-0.03	NA	NS
Gm18313	ENSMUSG00000114171.1	-0.02	NA	NS
Gm35618	ENSMUSG00000113299.1	-0.06	NA	NS
Gm48819	ENSMUSG00000113324.1	-0.01	NA	NS
Ube2ql1	ENSMUSG00000052981.6	-0.04	NA	NS
4930547H16Rik	ENSMUSG00000112957.1	-0.02	NA	NS
Gm20288	ENSMUSG00000113639.1	-0.01	NA	NS
Med10	ENSMUSG00000021598.9	0.03	NA	NS
Gm26819	ENSMUSG00000097033.1	-0.07	NA	NS
4933416O17Rik	ENSMUSG00000113802.1	-0.05	NA	NS
1700084F23Rik	ENSMUSG00000099639.6	-0.01	NA	NS
Gm47655	ENSMUSG00000113980.1	0.05	NA	NS
Gm3772	ENSMUSG00000113074.1	-0.01	NA	NS
Gm47656	ENSMUSG00000112998.1	-0.03	NA	NS
AU017674	ENSMUSG00000113573.1	-0.01	NA	NS
Gm26018	ENSMUSG00000077594.1	-0.01	NA	NS
4930520P13Rik	ENSMUSG00000113463.1	NA	NA	NS
Gm47706	ENSMUSG00000114054.1	-0.02	NA	NS
1700100L14Rik	ENSMUSG00000101051.6	0	NA	NS
D030007L05Rik	ENSMUSG00000113334.1	-0.02	NA	NS
Gm36377	ENSMUSG00000113909.1	0	NA	NS
Gm36607	ENSMUSG00000113794.1	-0.03	NA	NS
Gm36529	ENSMUSG00000113771.1	-0.05	NA	NS
8030423J24Rik	ENSMUSG00000021600.5	-0.03	NA	NS
Gm38191	ENSMUSG00000102303.1	-0.05	NA	NS
Mir466f-4	ENSMUSG00000080580.1	0	NA	NS
1700112M02Rik	ENSMUSG00000113358.1	-0.01	NA	NS
Gm47811	ENSMUSG00000113305.1	-0.03	NA	NS
Gm47812	ENSMUSG00000113034.1	0	NA	NS
Irx1	ENSMUSG00000060969.9	0	NA	NS
Gm4052	ENSMUSG00000113594.1	0	NA	NS
Gm47836	ENSMUSG00000113172.1	0	NA	NS
Gm47838	ENSMUSG00000113375.1	-0.06	NA	NS
Gm4057	ENSMUSG00000113858.1	0.01	NA	NS
Gm20554	ENSMUSG00000093587.3	-0.01	NA	NS
Irx2	ENSMUSG00000001504.10	-0.01	NA	NS
Gm47890	ENSMUSG00000113697.1	-0.04	NA	NS
Gm47902	ENSMUSG00000113837.1	-0.01	NA	NS
D730050B12Rik	ENSMUSG00000113082.1	-0.01	NA	NS
Rpl31-ps2	ENSMUSG00000113952.1	0	NA	NS
Gm48000	ENSMUSG00000113485.1	-0.01	NA	NS
Eprn	ENSMUSG00000113346.2	-0.02	NA	NS
Clptm1l	ENSMUSG00000021610.8	0.11	NA	NS
Gm8062	ENSMUSG00000066714.6	-0.04	NA	NS
Gm25197	ENSMUSG00000095943.1	-0.02	NA	NS
Gm41002	ENSMUSG00000113274.1	0	NA	NS
Zdhhc11	ENSMUSG00000069189.5	-0.01	NA	NS
Gm10126	ENSMUSG00000113923.1	0.02	NA	NS
Gm15912	ENSMUSG00000085881.2	0.01	NA	NS
Tppp	ENSMUSG00000021573.15	-0.11	NA	NS
Cep72	ENSMUSG00000021572.9	0.06	NA	NS
Gm16125	ENSMUSG00000090004.1	-0.03	NA	NS
Lrrc14b	ENSMUSG00000021579.4	NA	NA	NS
Zfp72	ENSMUSG00000069184.4	-0.03	NA	NS
Gm8227	ENSMUSG00000113315.1	-0.04	NA	NS
Ftl1-ps1	ENSMUSG00000062382.9	0	NA	NS
Gm47428	ENSMUSG00000113311.1	0.02	NA	NS
Mir692-3	ENSMUSG00000076033.1	NA	NA	NS
E430024I08Rik	ENSMUSG00000112964.1	-0.16	NA	NS
Gm47435	ENSMUSG00000113212.1	0.02	NA	NS
Gm49762	ENSMUSG00000116765.1	0	NA	NS
Zfp825	ENSMUSG00000069208.9	0.13	NA	NS
Gm49763	ENSMUSG00000116646.1	-0.04	NA	NS
Gm47467	ENSMUSG00000113019.1	0.01	NA	NS
Gm47469	ENSMUSG00000113047.1	0.05	NA	NS
Gm47470	ENSMUSG00000113279.1	NA	NA	NS
Gm46430	ENSMUSG00000113204.1	-0.05	NA	NS
Gm6296	ENSMUSG00000113015.1	-0.03	NA	NS
Hnrnpa1l2-ps	ENSMUSG00000086743.2	0.03	NA	NS
Pcsk1	ENSMUSG00000021587.5	-0.07	NA	NS
Gm19095	ENSMUSG00000113264.1	0.03	NA	NS
Gm48234	ENSMUSG00000113821.1	0.01	NA	NS
Gm48235	ENSMUSG00000113270.1	-0.02	NA	NS
Gm8278	ENSMUSG00000113773.1	-0.01	NA	NS
Gm3926	ENSMUSG00000113929.1	-0.02	NA	NS
Mir682	ENSMUSG00000076236.1	NA	NA	NS
Gm23012	ENSMUSG00000077337.1	0	NA	NS
1700037F03Rik	ENSMUSG00000114125.1	-0.01	NA	NS
Ell2	ENSMUSG00000001542.7	-0.14	NA	NS
Gm23127	ENSMUSG00000077449.1	NA	NA	NS
Gm8288	ENSMUSG00000113409.1	-0.03	NA	NS
Gm24163	ENSMUSG00000070170.1	-0.02	NA	NS
Gm15528	ENSMUSG00000081816.1	0.01	NA	NS
Gm6311	ENSMUSG00000061833.6	-0.01	NA	NS
Gm23319	ENSMUSG00000077655.1	-0.01	NA	NS
Gm4165	ENSMUSG00000114366.1	0.01	NA	NS
Gpr150	ENSMUSG00000045509.7	0.01	NA	NS
Arsk	ENSMUSG00000021592.17	-0.02	NA	NS
Ttc37	ENSMUSG00000033991.9	-0.09	NA	NS
Gm48639	ENSMUSG00000114664.1	-0.03	NA	NS
Fam81b	ENSMUSG00000109228.2	-0.03	NA	NS
Gm31219	ENSMUSG00000114242.1	-0.05	NA	NS
Gm24025	ENSMUSG00000092732.1	0	NA	NS
Gm48078	ENSMUSG00000114293.1	0	NA	NS
Gm24519	ENSMUSG00000096675.1	NA	NA	NS
Gm21959	ENSMUSG00000096216.2	-0.01	NA	NS
Gm15740	ENSMUSG00000090027.1	0.03	NA	NS
Gm8185	ENSMUSG00000090119.1	0.1	NA	NS
Slf1	ENSMUSG00000021597.16	0	NA	NS
2210408I21Rik	ENSMUSG00000071252.6	0.15	NA	NS
Gm29844	ENSMUSG00000114256.1	-0.01	NA	NS
Gm9634	ENSMUSG00000114778.1	0	NA	NS
Gm26088	ENSMUSG00000088521.1	NA	NA	NS
Fam172a	ENSMUSG00000064138.14	0	NA	NS
Pou5f2	ENSMUSG00000093668.3	-0.06	NA	NS
Gm48254	ENSMUSG00000114812.1	0.02	NA	NS
Gm18990	ENSMUSG00000114622.1	-0.05	NA	NS
Gm38604	ENSMUSG00000114401.1	0.02	NA	NS
3110006O06Rik	ENSMUSG00000114649.1	-0.06	NA	NS
Nr2f1	ENSMUSG00000069171.14	-0.03	NA	NS
Gm5042	ENSMUSG00000114592.1	0	NA	NS
Gm46387	ENSMUSG00000114600.1	0	NA	NS
Gm3963	ENSMUSG00000114383.1	0	NA	NS
Gm6317	ENSMUSG00000098003.2	-0.03	NA	NS
Gm48399	ENSMUSG00000114632.1	0	NA	NS
Gm31946	ENSMUSG00000114639.1	-0.01	NA	NS
Gm32067	ENSMUSG00000114522.1	-0.01	NA	NS
Gm48402	ENSMUSG00000114594.1	-0.01	NA	NS
Gm8345	ENSMUSG00000114557.1	0.02	NA	NS
Gm25383	ENSMUSG00000088435.1	NA	NA	NS
Gm29318	ENSMUSG00000101416.1	-0.03	NA	NS
Gm38349	ENSMUSG00000102355.1	-0.02	NA	NS
Gm48470	ENSMUSG00000114874.1	NA	NA	NS
Gm24863	ENSMUSG00000096005.1	0	NA	NS
Gm48471	ENSMUSG00000114505.1	-0.02	NA	NS
Gm28526	ENSMUSG00000100168.2	0	NA	NS
Gm19320	ENSMUSG00000114222.1	-0.02	NA	NS
Gm5197	ENSMUSG00000114287.1	0	NA	NS
Gm24635	ENSMUSG00000084661.1	NA	NA	NS
Gm8371	ENSMUSG00000114462.1	0.03	NA	NS
Gm46388	ENSMUSG00000114528.1	-0.02	NA	NS
1700023H06Rik	ENSMUSG00000089827.1	-0.07	NA	NS
5430425K12Rik	ENSMUSG00000114554.1	-0.06	NA	NS
Gm4211	ENSMUSG00000097146.1	-0.02	NA	NS
9330111N05Rik	ENSMUSG00000097098.8	-0.1	NA	NS
Gm49375	ENSMUSG00000114479.1	-0.03	NA	NS
Gm48568	ENSMUSG00000114773.1	NA	NA	NS
Gm48549	ENSMUSG00000114801.1	NA	NA	NS
Gm4813	ENSMUSG00000114822.1	-0.01	NA	NS
Gm8399	ENSMUSG00000043889.6	0.11	NA	NS
Gm25241	ENSMUSG00000092650.1	NA	NA	NS
Gm18517	ENSMUSG00000114836.1	0.02	NA	NS
Gm48566	ENSMUSG00000114939.1	-0.02	NA	NS
Gm48567	ENSMUSG00000114454.1	-0.01	NA	NS
Polr3g	ENSMUSG00000035834.11	-0.05	NA	NS
Mblac2	ENSMUSG00000051098.6	0.13	NA	NS
Gm48113	ENSMUSG00000114905.1	NA	NA	NS
Gm17259	ENSMUSG00000097793.1	-0.01	NA	NS
F830210D05Rik	ENSMUSG00000114634.1	-0.03	NA	NS
Gm24295	ENSMUSG00000088923.1	0	NA	NS
Gm48155	ENSMUSG00000114461.1	-0.04	NA	NS
Gm4936	ENSMUSG00000114932.1	-0.01	NA	NS
Mir3961	ENSMUSG00000106655.1	0	NA	NS
2310067P03Rik	ENSMUSG00000114372.1	-0.02	NA	NS
Gm48156	ENSMUSG00000114735.1	0	NA	NS
C130071C03Rik	ENSMUSG00000050334.12	-0.04	NA	NS
Gm26803	ENSMUSG00000097265.1	0	NA	NS
Gm33366	ENSMUSG00000102969.1	0	NA	NS
Mir9-2	ENSMUSG00000065424.2	NA	NA	NS
Gm6411	ENSMUSG00000114588.1	-0.02	NA	NS
2810049E08Rik	ENSMUSG00000100891.1	-0.01	NA	NS
Gm4241	ENSMUSG00000114379.1	-0.01	NA	NS
Gm8447	ENSMUSG00000114930.1	-0.05	NA	NS
Gm17750	ENSMUSG00000098087.1	0	NA	NS
Gm8456	ENSMUSG00000114335.1	-0.01	NA	NS
Gm24331	ENSMUSG00000092840.1	-0.01	NA	NS
Tmem161b	ENSMUSG00000035762.11	-0.01	NA	NS
Gm26927	ENSMUSG00000098245.1	-0.05	NA	NS
Gm26913	ENSMUSG00000098081.1	0.02	NA	NS
Gm4059	ENSMUSG00000114338.1	0	NA	NS
Gm4066	ENSMUSG00000114313.1	-0.01	NA	NS
Gm47745	ENSMUSG00000114614.1	-0.03	NA	NS
Gm4076	ENSMUSG00000096449.2	-0.08	NA	NS
Gm47746	ENSMUSG00000114954.1	NA	NA	NS
Gm37641	ENSMUSG00000103196.1	0	NA	NS
Gm47635	ENSMUSG00000114211.1	0	NA	NS
Gm5666	ENSMUSG00000114506.1	-0.01	NA	NS
Gm47636	ENSMUSG00000114447.1	0	NA	NS
Gm46396	ENSMUSG00000114900.1	0	NA	NS
Gm22574	ENSMUSG00000064917.1	-0.06	NA	NS
Gm27025	ENSMUSG00000098152.1	-0.02	NA	NS
Gm25700	ENSMUSG00000095933.1	NA	NA	NS
Gm47642	ENSMUSG00000114856.1	NA	NA	NS
Gm18265	ENSMUSG00000114750.1	-0.01	NA	NS
Gm24935	ENSMUSG00000076958.1	0	NA	NS
Gm21232	ENSMUSG00000098011.1	-0.02	NA	NS
Gm19239	ENSMUSG00000114674.1	0	NA	NS
Gm47649	ENSMUSG00000114960.1	-0.03	NA	NS
Gm27044	ENSMUSG00000098213.1	-0.06	NA	NS
Gm47651	ENSMUSG00000114565.1	NA	NA	NS
Gm8526	ENSMUSG00000057685.8	-0.02	NA	NS
Gm47653	ENSMUSG00000114740.1	NA	NA	NS
Gm19139	ENSMUSG00000114465.1	-0.06	NA	NS
Gm34585	ENSMUSG00000114273.1	-0.01	NA	NS
Gm5667	ENSMUSG00000114915.1	-0.02	NA	NS
Hapln1	ENSMUSG00000021613.9	-0.07	NA	NS
Gm8546	ENSMUSG00000094463.2	0.02	NA	NS
Vcan	ENSMUSG00000021614.16	-0.15	NA	NS
Gm16318	ENSMUSG00000089972.3	-0.01	NA	NS
Xrcc4	ENSMUSG00000021615.13	0.02	NA	NS
Gm24498	ENSMUSG00000089070.1	0.01	NA	NS
Gm37727	ENSMUSG00000103228.1	-0.01	NA	NS
Gm29680	ENSMUSG00000114541.1	-0.08	NA	NS
Gm37054	ENSMUSG00000102756.1	NA	NA	NS
Gm47520	ENSMUSG00000114204.1	-0.02	NA	NS
Gm37708	ENSMUSG00000102793.1	-0.01	NA	NS
Gm21726	ENSMUSG00000094277.2	0	NA	NS
Gm36966	ENSMUSG00000103069.1	-0.02	NA	NS
Gm44338	ENSMUSG00000106360.1	-0.01	NA	NS
Gm47521	ENSMUSG00000114265.1	NA	NA	NS
Gm18518	ENSMUSG00000114589.1	-0.03	NA	NS
Atp6ap1l	ENSMUSG00000078958.9	-0.04	NA	NS
Gm47381	ENSMUSG00000114688.1	0.04	NA	NS
Gm4130	ENSMUSG00000114579.1	0.06	NA	NS
A830009L08Rik	ENSMUSG00000097182.2	-0.04	NA	NS
Gm29540	ENSMUSG00000099340.1	-0.01	NA	NS
Gm22778	ENSMUSG00000077278.1	NA	NA	NS
Gm24597	ENSMUSG00000084452.1	-0.01	NA	NS
Gm27656	ENSMUSG00000099004.1	-0.01	NA	NS
1700119I11Rik	ENSMUSG00000082488.2	0	NA	NS
Rasgrf2	ENSMUSG00000021708.17	0.03	NA	NS
Msh3	ENSMUSG00000014850.15	-0.11	NA	NS
Gm20379	ENSMUSG00000100622.1	-0.04	NA	NS
C030017D09Rik	ENSMUSG00000090907.1	-0.01	NA	NS
Ankrd34b	ENSMUSG00000045034.12	-0.01	NA	NS
Zfyve16	ENSMUSG00000021706.14	-0.02	NA	NS
Spz1	ENSMUSG00000046957.5	-0.01	NA	NS
Gm5199	ENSMUSG00000114631.1	-0.01	NA	NS
Gm31630	ENSMUSG00000114823.1	-0.01	NA	NS
Gm4814	ENSMUSG00000114382.1	-0.01	NA	NS
A630019I02Rik	ENSMUSG00000114968.1	-0.01	NA	NS
Gm2076	ENSMUSG00000098092.1	0.02	NA	NS
Homer1	ENSMUSG00000007617.18	0.05	NA	NS
Gm47075	ENSMUSG00000114169.1	-0.08	NA	NS
Gm47155	ENSMUSG00000114019.1	-0.03	NA	NS
Gm18960	ENSMUSG00000113514.1	-0.01	NA	NS
Jmy	ENSMUSG00000021690.10	-0.03	NA	NS
Gm30155	ENSMUSG00000113247.1	-0.01	NA	NS
Bhmt	ENSMUSG00000074768.6	-0.07	NA	NS
Gm15622	ENSMUSG00000085834.1	-0.05	NA	NS
AW495222	ENSMUSG00000087334.1	-0.02	NA	NS
Gm15620	ENSMUSG00000085202.1	NA	NA	NS
Gm47210	ENSMUSG00000113647.1	0	NA	NS
Mir5624	ENSMUSG00000093480.1	NA	NA	NS
Gm25534	ENSMUSG00000093106.1	-0.01	NA	NS
Gm26527	ENSMUSG00000097582.1	NA	NA	NS
Gm24737	ENSMUSG00000089486.1	0	NA	NS
Gm47216	ENSMUSG00000113791.1	0	NA	NS
Cycs-ps3	ENSMUSG00000114174.1	0.01	NA	NS
Gm15907	ENSMUSG00000087319.1	-0.04	NA	NS
Gm32089	ENSMUSG00000114055.1	-0.02	NA	NS
Gm48102	ENSMUSG00000113494.1	-0.01	NA	NS
Gm5668	ENSMUSG00000114056.1	0	NA	NS
Gm9776	ENSMUSG00000042857.3	-0.02	NA	NS
Gm25109	ENSMUSG00000084423.1	0	NA	NS
Gm36991	ENSMUSG00000103438.1	-0.02	NA	NS
Gm48287	ENSMUSG00000113598.1	-0.01	NA	NS
Gm32305	ENSMUSG00000112934.1	-0.02	NA	NS
Gm32351	ENSMUSG00000113904.1	-0.01	NA	NS
Gm48316	ENSMUSG00000113006.1	-0.01	NA	NS
Gm46389	ENSMUSG00000113547.1	-0.01	NA	NS
Otp	ENSMUSG00000021685.11	-0.01	NA	NS
Wdr41	ENSMUSG00000042015.17	0.09	NA	NS
Gm48349	ENSMUSG00000113871.1	-0.02	NA	NS
Gm48350	ENSMUSG00000114014.1	-0.01	NA	NS
Gm48420	ENSMUSG00000113070.1	0.01	NA	NS
Pde8b	ENSMUSG00000021684.17	0	NA	NS
Gm16243	ENSMUSG00000090033.1	-0.01	NA	NS
Zbed3	ENSMUSG00000041995.8	-0.06	NA	NS
Snora47	ENSMUSG00000088108.1	0.02	NA	NS
Gm22661	ENSMUSG00000077380.1	0	NA	NS
Aggf1	ENSMUSG00000021681.8	-0.11	NA	NS
Gm48712	ENSMUSG00000114122.1	0	NA	NS
Crhbp	ENSMUSG00000021680.8	-0.02	NA	NS
S100z	ENSMUSG00000021679.4	0.01	NA	NS
F2rl1	ENSMUSG00000021678.9	-0.03	NA	NS
Gm48730	ENSMUSG00000113359.1	-0.02	NA	NS
Gm48731	ENSMUSG00000113969.1	-0.01	NA	NS
F2r	ENSMUSG00000048376.6	0.05	NA	NS
Gm48745	ENSMUSG00000113631.1	-0.04	NA	NS
Gm24032	ENSMUSG00000065866.1	0	NA	NS
Gm17190	ENSMUSG00000099115.1	0	NA	NS
Gm23955	ENSMUSG00000087839.1	0	NA	NS
Gm29543	ENSMUSG00000100475.1	-0.01	NA	NS
Gm25213	ENSMUSG00000076343.1	0	NA	NS
Gm8712	ENSMUSG00000113743.1	0.02	NA	NS
Poc5	ENSMUSG00000021671.9	0.21	NA	NS
Ankdd1b	ENSMUSG00000047117.12	-0.04	NA	NS
Gm17622	ENSMUSG00000091109.1	-0.01	NA	NS
Gm48133	ENSMUSG00000113068.1	0	NA	NS
Gm48138	ENSMUSG00000113842.1	0	NA	NS
Gm46436	ENSMUSG00000113379.1	-0.05	NA	NS
Gm48575	ENSMUSG00000113351.1	-0.02	NA	NS
Gm48580	ENSMUSG00000113879.1	-0.03	NA	NS
Gm48579	ENSMUSG00000113046.1	NA	NA	NS
Gm27792	ENSMUSG00000099053.1	-0.01	NA	NS
Gm48597	ENSMUSG00000114154.1	NA	NA	NS
Gm48609	ENSMUSG00000113934.1	0.05	NA	NS
1700029F12Rik	ENSMUSG00000052075.7	-0.03	NA	NS
Nsa2	ENSMUSG00000060739.8	0.07	NA	NS
Gfm2	ENSMUSG00000021666.16	-0.12	NA	NS
Gm48881	ENSMUSG00000114583.1	-0.01	NA	NS
C430039J16Rik	ENSMUSG00000097932.2	-0.02	NA	NS
Gm33447	ENSMUSG00000114425.1	-0.03	NA	NS
Lncenc1	ENSMUSG00000078952.9	-0.06	NA	NS
Gm8756	ENSMUSG00000098238.1	0	NA	NS
Gm2379	ENSMUSG00000114926.1	-0.01	NA	NS
Gm41030	ENSMUSG00000114415.1	0.02	NA	NS
Gm48090	ENSMUSG00000114837.1	0	NA	NS
Gm5086	ENSMUSG00000110235.1	-0.06	NA	NS
Gm48070	ENSMUSG00000114599.1	-0.02	NA	NS
Gm26619	ENSMUSG00000097346.1	NA	NA	NS
Gm10260	ENSMUSG00000069117.4	NA	NA	NS
Gm47577	ENSMUSG00000114294.1	-0.03	NA	NS
Gm41031	ENSMUSG00000114348.1	0	NA	NS
Gm34388	ENSMUSG00000114474.1	-0.07	NA	NS
Utp15	ENSMUSG00000041747.3	0.04	NA	NS
Gm21976	ENSMUSG00000096330.8	-0.03	NA	NS
Foxd1	ENSMUSG00000078302.5	-0.03	NA	NS
Gm2445	ENSMUSG00000098113.1	0.03	NA	NS
2310005E17Rik	ENSMUSG00000099446.1	-0.03	NA	NS
Gm29501	ENSMUSG00000100416.1	0	NA	NS
Gm37425	ENSMUSG00000104430.1	0.01	NA	NS
Gm48049	ENSMUSG00000114912.1	-0.01	NA	NS
Gm22698	ENSMUSG00000093116.1	-0.01	NA	NS
Gm48050	ENSMUSG00000114521.1	-0.03	NA	NS
Gm9465	ENSMUSG00000114689.1	-0.02	NA	NS
Fcho2	ENSMUSG00000041685.16	0.07	NA	NS
Gm47550	ENSMUSG00000114612.1	-0.06	NA	NS
Gm47551	ENSMUSG00000114458.1	0	NA	NS
Gm18134	ENSMUSG00000114719.1	-0.01	NA	NS
Gm5453	ENSMUSG00000062461.7	0.02	NA	NS
Gm35215	ENSMUSG00000114569.1	-0.01	NA	NS
Gm47052	ENSMUSG00000114873.1	0	NA	NS
1700024P04Rik	ENSMUSG00000045022.6	0	NA	NS
Gm35279	ENSMUSG00000114203.1	-0.02	NA	NS
A930014D07Rik	ENSMUSG00000114414.1	-0.01	NA	NS
Gm47057	ENSMUSG00000114283.1	-0.01	NA	NS
Gm24733	ENSMUSG00000089488.1	0	NA	NS
2310020H05Rik	ENSMUSG00000100410.1	-0.01	NA	NS
Gm807	ENSMUSG00000097848.2	-0.04	NA	NS
5330431K02Rik	ENSMUSG00000114282.1	-0.05	NA	NS
Gm26559	ENSMUSG00000097027.2	0.02	NA	NS
Gm47158	ENSMUSG00000114578.1	-0.01	NA	NS
1700012J22Rik	ENSMUSG00000103545.1	-0.03	NA	NS
Gm24471	ENSMUSG00000077673.1	-0.01	NA	NS
BC001981	ENSMUSG00000097022.2	0.06	NA	NS
Naip2	ENSMUSG00000078945.10	0.09	NA	NS
Gm18413	ENSMUSG00000113292.1	-0.04	NA	NS
Naip3	ENSMUSG00000082956.4	-0.14	NA	NS
Gm18601	ENSMUSG00000112978.1	-0.02	NA	NS
Naip1	ENSMUSG00000021640.6	-0.05	NA	NS
Rpl31-ps13	ENSMUSG00000051723.7	-0.09	NA	NS
Gm48452	ENSMUSG00000113596.1	-0.03	NA	NS
Gm48596	ENSMUSG00000114360.1	0	NA	NS
Gm8847	ENSMUSG00000114332.1	-0.02	NA	NS
Gm24261	ENSMUSG00000065678.1	-0.01	NA	NS
Rad17	ENSMUSG00000021635.14	-0.01	NA	NS
Taf9	ENSMUSG00000052293.14	0.02	NA	NS
Slc30a5	ENSMUSG00000021629.10	0.07	NA	NS
Gm37830	ENSMUSG00000104450.1	-0.01	NA	NS
Gm6114	ENSMUSG00000098005.1	-0.02	NA	NS
Hmgb1-ps9	ENSMUSG00000096722.2	0.02	NA	NS
5930438M14Rik	ENSMUSG00000114590.1	-0.07	NA	NS
Gm36994	ENSMUSG00000103437.1	-0.01	NA	NS
Gm41043	ENSMUSG00000114652.1	-0.02	NA	NS
Gm47533	ENSMUSG00000114400.1	-0.01	NA	NS
Gm19010	ENSMUSG00000114700.1	0	NA	NS
Gm29341	ENSMUSG00000099774.1	NA	NA	NS
Gm19108	ENSMUSG00000114223.1	0	NA	NS
Gm47007	ENSMUSG00000114762.1	-0.02	NA	NS
Gm17832	ENSMUSG00000114717.1	-0.06	NA	NS
Gm38133	ENSMUSG00000102542.1	-0.01	NA	NS
Gm25808	ENSMUSG00000084733.1	0.01	NA	NS
Gm47008	ENSMUSG00000114444.1	-0.02	NA	NS
Gm47014	ENSMUSG00000114730.1	-0.06	NA	NS
1700099I09Rik	ENSMUSG00000091906.2	0	NA	NS
Gm17160	ENSMUSG00000090329.1	-0.03	NA	NS
Gm6211	ENSMUSG00000091577.2	-0.02	NA	NS
Gm5454	ENSMUSG00000047643.5	-0.01	NA	NS
n-R5s56	ENSMUSG00000064455.1	0	NA	NS
Gm16416	ENSMUSG00000095940.1	0	NA	NS
Gm24441	ENSMUSG00000087860.1	0	NA	NS
Gm30551	ENSMUSG00000114206.1	-0.01	NA	NS
Gm24870	ENSMUSG00000096642.1	0.01	NA	NS
Gm47849	ENSMUSG00000114276.1	-0.04	NA	NS
Gm47851	ENSMUSG00000114637.1	-0.02	NA	NS
Nln	ENSMUSG00000021710.11	0.01	NA	NS
Sgtb	ENSMUSG00000042743.13	0.07	NA	NS
Ppwd1	ENSMUSG00000021713.9	0.09	NA	NS
Cwc27	ENSMUSG00000021715.12	-0.06	NA	NS
2610204G07Rik	ENSMUSG00000084860.1	-0.04	NA	NS
Shisal2b	ENSMUSG00000042655.5	0.01	NA	NS
Gm4938	ENSMUSG00000114326.1	-0.02	NA	NS
4933425L06Rik	ENSMUSG00000021718.5	-0.08	NA	NS
Rnf180	ENSMUSG00000021720.11	-0.04	NA	NS
Gm25631	ENSMUSG00000077578.1	0	NA	NS
Htr1a	ENSMUSG00000021721.5	-0.05	NA	NS
Gm48208	ENSMUSG00000114518.1	-0.04	NA	NS
Gm48211	ENSMUSG00000114671.1	-0.01	NA	NS
Gm10739	ENSMUSG00000114564.1	0	NA	NS
Gm48212	ENSMUSG00000114840.1	-0.01	NA	NS
