seqnames	start	end	width	strand	peakID	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	SYMBOL
chr12	79095012	79095325	314	*	peak_638	Intron	12	79080664	79089651	8988	2	Pigh
chr3	52413383	52413687	305	*	peak_1745	Distal Intergenic	3	52516964	52550219	33256	1	Gm30173
chr18	20188005	20188598	594	*	peak_1311	Distal Intergenic	18	20247340	20285031	37692	1	Dsg1c
chr4	46529709	46530415	707	*	peak_1887	Intron	4	46494819	46534414	39596	2	Trim14
chr17	83322844	83323315	472	*	peak_1288	Distal Intergenic	17	83350931	83480357	129427	1	Eml4
chr13	3768305	3769108	804	*	peak_687	Intron	13	3802896	3804316	1421	2	Calml3
chr15	38461882	38462173	292	*	peak_976	Distal Intergenic	15	38490473	38490547	75	2	Mir6951
chr10	96515451	96515745	295	*	peak_308	Intron	10	96617006	96622809	5804	1	Btg1
chr14	21522525	21522784	260	*	peak_835	Intron	14	21516875	21670873	153999	1	Kat6b
chr11	99521310	99521901	592	*	peak_523	Promoter	11	99514114	99521338	7225	2	Krt39
chr1	135807492	135808274	783	*	peak_124	Promoter	1	135805057	135809909	4853	1	Tnni1
chr4	55480156	55480709	554	*	peak_1894	Distal Intergenic	4	55530603	55531770	1168	2	Klf4
chr2	72752658	72753095	438	*	peak_1596	Promoter	2	72746505	72750853	4349	2	6430710C18Rik
chr1	156471234	156472324	1091	*	peak_141	Promoter	1	156446411	156474197	27787	2	Soat1
chr9	83570071	83570830	760	*	peak_2871	Intron	9	83576831	83597524	20694	1	Sh3bgrl2
chr15	25663080	25663476	397	*	peak_966	Intron	15	25674510	25723950	49441	1	Myo10
chr9	21835420	21835733	314	*	peak_2784	Promoter	9	21835510	21837347	1838	1	Angptl8
chr1	67078656	67079395	740	*	peak_51	Distal Intergenic	1	67000517	67038872	38356	2	Lancl1
chr1	54557677	54558773	1097	*	peak_36	Promoter	1	54472994	54557682	84689	2	Pgap1
chr3	104796084	104796328	245	*	peak_1804	Intron	3	104791983	104792880	898	1	Rhoc
chr6	143520943	143521163	221	*	peak_2416	Distal Intergenic	6	143533965	143535508	1544	2	4930579D09Rik
chr6	38921156	38921710	555	*	peak_2291	Promoter	6	38919024	39084585	165562	1	Tbxas1
chr2	145820234	145820467	234	*	peak_1672	Promoter	2	145822150	145844818	22669	1	Rin2
chr6	31149094	31149542	449	*	peak_2284	Intron	6	31086538	31166516	79979	2	Lncpint
chr1	189830415	189831398	984	*	peak_192	Intron	1	189845043	189852463	7421	1	Ptpn14
chr7	129937833	129938204	372	*	peak_2565	Distal Intergenic	7	129962165	129978669	16505	1	Gm4265
chr6	136646928	136647925	998	*	peak_2406	Intron	6	136613876	136634558	20683	2	Plbd1
chr19	4793930	4794639	710	*	peak_1412	Promoter	19	4784293	4793901	9609	2	Rbm4
chr11	5444680	5445120	441	*	peak_382	Promoter	11	5276324	5444847	168524	2	Znrf3
chr2	119112268	119112809	542	*	peak_1640	Promoter	2	119112793	119123846	11054	1	Rad51
chr5	73587087	73587468	382	*	peak_2125	Distal Intergenic	5	73629676	73630312	637	2	Lrrc66
chr18	64712844	64713071	228	*	peak_1381	Distal Intergenic	18	64528967	64661267	132301	2	Atp8b1
chr6	125572826	125573178	353	*	peak_2389	Intron	6	125566251	125578578	12328	1	Vwf
chr5	74105471	74105688	218	*	peak_2126	Distal Intergenic	5	74093530	74093650	121	1	Snora26
chr17	40885255	40885461	207	*	peak_1240	Distal Intergenic	17	40875482	40880558	5077	2	9130008F23Rik
chr11	112835556	112835939	384	*	peak_560	Distal Intergenic	11	112792731	112799008	6278	2	Gm11681
chr10	21090245	21090711	467	*	peak_220	Distal Intergenic	10	21069845	21074406	4562	1	Ahi1
chr14	31929915	31930191	277	*	peak_849	Exon	14	32028989	32062197	33209	1	Galnt15
chr8	13533296	13533644	349	*	peak_2614	Distal Intergenic	8	13551011	13562405	11395	2	1700029H14Rik
chr18	54576507	54576851	345	*	peak_1361	Distal Intergenic	18	54611744	54639870	28127	1	9330117O12Rik
chr6	87479240	87479617	378	*	peak_2344	Intron	6	87460115	87463647	3533	2	Arhgap25
chr9	35777864	35778369	506	*	peak_2797	Promoter	9	35776524	35778109	1586	2	Pate7
chr7	100148676	100149445	770	*	peak_2517	Distal Intergenic	7	100159277	100161365	2089	1	Lipt2
chr12	102305439	102305649	211	*	peak_665	Intron	12	102283641	102390855	107215	1	Rin3
chr10	81570857	81571101	245	*	peak_294	Distal Intergenic	10	81574561	81590466	15906	1	Tle2
chr3	54741416	54741960	545	*	peak_1746	3' UTR	3	54735573	54739738	4166	1	Alg5
chr5	115278183	115278416	234	*	peak_2181	Promoter	5	115279666	115296972	17307	1	Coq5
chr16	93043342	93043806	465	*	peak_1175	Distal Intergenic	16	92601466	92826149	224684	2	Runx1
chr16	46847781	46848462	682	*	peak_1142	Distal Intergenic	16	46458852	46498525	39674	2	Nectin3
chr19	6140962	6141660	699	*	peak_1421	Promoter	19	6134374	6141140	6767	2	Arl2
chr2	110156240	110156483	244	*	peak_1633	Intron	2	110031251	110050479	19229	2	Ccdc34os
chr11	87696957	87697475	519	*	peak_482	Promoter	11	87699897	87735539	35643	1	Rnf43
chr10	127764829	127765029	201	*	peak_368	Exon	10	127759787	127792694	32908	1	Rdh9
chr6	92214724	92215030	307	*	peak_2351	Promoter	6	92186712	92214925	28214	2	Rbsn
chr18	40219156	40219702	547	*	peak_1349	Promoter	18	40203896	40219429	15534	2	Yipf5
chr17	6743943	6744425	483	*	peak_1193	Promoter	17	6740837	6742821	1985	2	Ezr
chr7	35647426	35647711	286	*	peak_2464	Promoter	7	35641982	35647521	5540	2	Pdcd5
chr19	59697681	59698127	447	*	peak_1506	Distal Intergenic	19	59493136	59559391	66256	1	2700089I24Rik
chr11	68136367	68137028	662	*	peak_438	Intron	11	68220892	68221011	120	1	Mir6406
chr2	146565808	146566023	216	*	peak_1674	Distal Intergenic	2	146542931	146546108	3178	1	4933406D12Rik
chr6	86233574	86234144	571	*	peak_2338	Intron	6	86211594	86272219	60626	1	Tgfa
chr7	144941771	144943422	1652	*	peak_2597	Promoter	7	144933198	144939925	6728	2	Ccnd1
chr2	170147600	170147806	207	*	peak_1706	Promoter	2	170120719	170148103	27385	2	Zfp217
chr15	99973379	99973754	376	*	peak_1061	Promoter	15	99972158	99973287	1130	2	2310068J16Rik
chr10	105841286	105841538	253	*	peak_321	Promoter	10	105763189	105841378	78190	2	Mettl25
chr9	87020636	87021989	1354	*	peak_2873	Promoter	9	87022014	87077774	55761	1	Cyb5r4
chr4	59387659	59388195	537	*	peak_1907	Intron	4	59331957	59362982	31026	2	Susd1
chr1	153862748	153863097	350	*	peak_138	Intron	1	153874345	153876871	2527	1	Teddm1b
chr17	5138935	5139247	313	*	peak_1189	Intron	17	5040578	5127640	87063	1	Arid1b
chr18	11946751	11947327	577	*	peak_1307	Distal Intergenic	18	11844300	11945630	101331	1	Cables1
chr5	92737923	92738400	478	*	peak_2148	Intron	5	92788451	92788562	112	2	Mir1961
chr1	54747815	54748071	257	*	peak_37	Intron	1	54728987	54735644	6658	2	Ankrd44
chr2	91281243	91281650	408	*	peak_1614	Promoter	2	91281742	91283141	1400	2	1110051M20Rik
chr16	44178583	44178936	354	*	peak_1135	Intron	16	44173397	44227463	54067	1	Usf3
chr4	116405576	116406283	708	*	peak_1962	Promoter	4	116322434	116405986	83553	2	Mast2
chr13	97449814	97450544	731	*	peak_787	Intron	13	97434970	97497007	62038	1	Lncenc1
chr6	17990544	17990834	291	*	peak_2264	Intron	6	17988940	18030585	41646	2	Wnt2
chr6	120192968	120193227	260	*	peak_2381	Promoter	6	120193823	120200334	6512	1	Ninj2
chr7	138845830	138846103	274	*	peak_2574	Promoter	7	138846079	138871702	25624	1	Ppp2r2d
chr8	110524877	110525399	523	*	peak_2717	Intron	8	110444489	110447518	3030	1	Hydin
chr19	55791137	55793297	2161	*	peak_1497	Intron	19	55742845	55910681	167837	1	Tcf7l2
chr17	12042566	12042853	288	*	peak_1195	Intron	17	12029916	12063358	33443	1	Prkn
chr6	149118877	149119277	401	*	peak_2427	Distal Intergenic	6	148988071	149101680	113610	2	Dennd5b
chr6	108661505	108662347	843	*	peak_2364	Promoter	6	108577039	108660934	83896	2	0610040F04Rik
chr1	151342943	151343883	941	*	peak_133	Promoter	1	151344477	151364422	19946	1	Ivns1abp
chr14	20208350	20208734	385	*	peak_833	Distal Intergenic	14	20140057	20181809	41753	2	Kcnk5
chr10	111600953	111601444	492	*	peak_332	Intron	10	111586719	111594273	7555	2	4933440J02Rik
chr4	95434568	95434785	218	*	peak_1937	Distal Intergenic	4	95557507	95926939	369433	1	Fggy
chr11	90558494	90558958	465	*	peak_491	Intron	11	90492109	90548910	56802	2	Stxbp4
chr9	63109480	63109813	334	*	peak_2849	Distal Intergenic	9	63138176	63146980	8805	2	Skor1
chr6	83135706	83136536	831	*	peak_2333	Promoter	6	83135812	83152579	16768	1	Rtkn
chr11	87700852	87701222	371	*	peak_483	Promoter	11	87701396	87705331	3936	1	1110028F11Rik
chr12	24734494	24735015	522	*	peak_602	Distal Intergenic	12	24709029	24713341	4313	1	Rrm2
chr8	77949566	77950040	475	*	peak_2678	Distal Intergenic	8	77669694	77724464	54771	2	Ednra
chr2	163503422	163504264	843	*	peak_1693	Intron	2	163506808	163552635	45828	1	Hnf4a
chr9	30877127	30877412	286	*	peak_2788	Distal Intergenic	9	30911207	30920950	9744	2	Adamts15
chr3	88578949	88579538	590	*	peak_1775	Promoter	3	88579608	88588419	8812	1	Ssr2
chr12	107758479	107758857	379	*	peak_672	Intron	12	107729361	107735496	6136	2	4930465M20Rik
chr8	125916886	125917397	512	*	peak_2753	Intron	8	125910450	125947440	36991	1	Map3k21
chr10	115484470	115484972	503	*	peak_336	Intron	10	115457845	115463079	5235	2	Lgr5
chr8	46409407	46409701	295	*	peak_2650	Distal Intergenic	8	46471037	46536051	65015	1	Acsl1
chr13	110562841	110563171	331	*	peak_815	Distal Intergenic	13	110397797	110399035	1239	1	Plk2
chr11	95189307	95189605	299	*	peak_495	Distal Intergenic	11	95140447	95146263	5817	2	Dlx4
chr14	75197775	75198114	340	*	peak_916	Promoter	14	75197900	75199366	1467	1	Lcp1
chr13	114802721	114803284	564	*	peak_821	Distal Intergenic	13	114818236	114828723	10488	1	Mocs2
chr3	88450723	88451095	373	*	peak_1773	Promoter	3	88449686	88451450	1765	2	Sema4a
chr6	52539926	52540411	486	*	peak_2307	Distal Intergenic	6	52548852	52556915	8064	2	Hibadh
chr6	52096609	52096881	273	*	peak_2304	Distal Intergenic	6	52102949	52112528	9580	1	Halr1
chr9	56566068	56566284	217	*	peak_2831	Distal Intergenic	9	56619088	56635628	16541	2	Lingo1
chr4	135645007	135645612	606	*	peak_1998	Distal Intergenic	4	135627253	135627985	733	1	1700029M20Rik
chr3	30140393	30140944	552	*	peak_1735	Promoter	3	29951307	30140423	189117	2	Mecom
chr15	76229691	76229987	297	*	peak_1007	Promoter	15	76170975	76229497	58523	2	Plec
chr5	90603409	90603620	212	*	peak_2140	3' UTR	5	90603623	90609801	6179	2	Rassf6
chr8	126826041	126826540	500	*	peak_2762	Exon	8	126839233	126851473	12241	1	A630001O12Rik
chr11	73048186	73048451	266	*	peak_449	Promoter	11	73047873	73056737	8865	1	Ncbp3
chr5	142817559	142818081	523	*	peak_2235	Promoter	5	142754789	142817662	62874	2	Tnrc18
chr7	127273188	127273832	645	*	peak_2560	Promoter	7	127271879	127274055	2177	2	Sephs2
chr1	160213009	160213647	639	*	peak_145	Promoter	1	160202367	160212875	10509	2	Cacybp
chr10	127677120	127677320	201	*	peak_366	Promoter	10	127677066	127701049	23984	1	Nemp1
chr7	127360677	127361581	905	*	peak_2563	Distal Intergenic	7	127374492	127376013	1522	2	Zfp747
chr11	53896906	53897548	643	*	peak_424	Distal Intergenic	11	53864542	53891660	27119	2	Slc22a5
chr17	86876798	86877335	538	*	peak_1295	Distal Intergenic	17	86917348	86922367	5020	1	Tmem247
chr19	59687413	59687620	208	*	peak_1505	Distal Intergenic	19	59493136	59559391	66256	1	2700089I24Rik
chr9	9173126	9173536	411	*	peak_2770	Intron	9	9236288	9260883	24596	1	Gm16833
chr17	70781152	70782207	1056	*	peak_1269	Intron	17	70809072	70819401	10330	1	Dlgap1
chr6	94710053	94710297	245	*	peak_2358	Distal Intergenic	6	94604529	94700158	95630	2	Lrig1
chr9	55277352	55277627	276	*	peak_2829	Intron	9	55221302	55283572	62271	2	Nrg4
chr6	134678113	134678475	363	*	peak_2405	Intron	6	134701550	134710455	8906	1	Borcs5
chr6	47813613	47813996	384	*	peak_2297	Promoter	6	47796141	47813430	17290	2	Pdia4
chr18	35930255	35931244	990	*	peak_1332	Distal Intergenic	18	35964830	36014712	49883	1	Psd2
chr15	59092092	59092664	573	*	peak_988	Distal Intergenic	15	59052748	59082005	29258	2	Mtss1
chr11	97188751	97189232	482	*	peak_503	Promoter	11	97159714	97187881	28168	2	Kpnb1
chr9	44483180	44483559	380	*	peak_2807	Promoter	9	44482866	44500800	17935	1	Bcl9l
chr13	97299058	97299436	379	*	peak_785	Distal Intergenic	13	97241105	97253034	11930	1	Enc1
chr7	135542356	135542708	353	*	peak_2573	Intron	7	135537839	135683514	145676	1	Ptpre
chr2	38851850	38852228	379	*	peak_1552	Promoter	2	38852735	38852810	76	1	Mir181a-2
chr18	65169166	65169637	472	*	peak_1383	Exon	18	65174067	65213321	39255	1	Nedd4l
chr11	6443224	6443519	296	*	peak_385	Promoter	11	6428138	6444352	16215	2	H2az2
chr14	51089472	51090280	809	*	peak_866	Promoter	14	51091077	51106147	15071	1	Rnase4
chr18	34577849	34578500	652	*	peak_1326	Promoter	18	34567038	34579083	12046	2	Nme5
chr11	108751765	108751996	232	*	peak_537	Promoter	11	108752205	108859362	107158	1	Cep112
chr1	165617160	165617801	642	*	peak_155	Intron	1	165605644	165613979	8336	2	Mpzl1
chr3	144144091	144144489	399	*	peak_1846	Distal Intergenic	3	144189062	144194818	5757	2	Lmo4
chr1	88559192	88559505	314	*	peak_79	Intron	1	88551517	88562167	10651	1	Gm19589
chr9	69442589	69443004	416	*	peak_2859	Distal Intergenic	9	69453620	69491795	38176	1	Anxa2
chr6	51320763	51321539	777	*	peak_2299	Distal Intergenic	6	51269812	51269910	99	2	Mir148a
chr5	108709081	108709308	228	*	peak_2176	Distal Intergenic	5	108705074	108705872	799	1	Fgfrl1
