Geneid	ENSEMBL	log2FoldChange	padj	DEG
Vmn2r91	ENSMUSG00000091206.2	-0.01	NA	NS
Vmn2r92	ENSMUSG00000091350.2	0	NA	NS
Vmn2r94	ENSMUSG00000090417.4	0.11	NA	NS
Vmn2r95	ENSMUSG00000091631.2	0.09	NA	NS
AC151987.1	ENSMUSG00000117305.1	0.02	NA	NS
Vmn2r-ps114	ENSMUSG00000093775.2	0	NA	NS
Vmn2r96	ENSMUSG00000091679.9	0.05	NA	NS
Vmn2r-ps115	ENSMUSG00000116837.2	0.04	NA	NS
Vmn2r-ps116	ENSMUSG00000093602.2	-0.01	NA	NS
Vmn2r-ps117	ENSMUSG00000093531.3	0.04	NA	NS
Vmn2r97	ENSMUSG00000091491.2	0.13	NA	NS
Vmn2r-ps118	ENSMUSG00000093607.1	0.01	NA	NS
Vmn2r98	ENSMUSG00000096717.2	0.03	NA	NS
Vmn2r-ps119	ENSMUSG00000093533.3	0	NA	NS
Gm49753	ENSMUSG00000116587.1	0.01	NA	NS
Gm49752	ENSMUSG00000116670.1	0.03	NA	NS
Vmn2r-ps120	ENSMUSG00000093776.1	0	NA	NS
Vmn2r99	ENSMUSG00000090304.4	0.12	NA	NS
4930549P19Rik	ENSMUSG00000116984.1	0.04	NA	NS
Vmn2r-ps121	ENSMUSG00000093627.2	0.02	NA	NS
Vmn2r100	ENSMUSG00000091859.2	0.04	NA	NS
Vmn2r101	ENSMUSG00000094892.2	0.08	NA	NS
Vmn2r102	ENSMUSG00000095961.2	0.08	NA	NS
Vmn2r-ps122	ENSMUSG00000093592.1	0.02	NA	NS
Vmn2r103	ENSMUSG00000091771.1	0.04	NA	NS
Vmn2r-ps123	ENSMUSG00000093426.1	-0.02	NA	NS
Vmn2r-ps124	ENSMUSG00000093642.1	0.02	NA	NS
Vmn2r-ps125	ENSMUSG00000093711.1	0.01	NA	NS
AC121539.1	ENSMUSG00000117099.1	0	NA	NS
Vmn2r-ps126	ENSMUSG00000093401.2	-0.01	NA	NS
Fpr-rs7	ENSMUSG00000071276.1	0	NA	NS
AC121539.2	ENSMUSG00000117169.2	-0.01	NA	NS
Fpr-rs6	ENSMUSG00000071275.1	0.02	NA	NS
AC154369.1	ENSMUSG00000117068.2	0.05	NA	NS
Vmn2r105	ENSMUSG00000091670.2	0.09	NA	NS
Vmn2r106	ENSMUSG00000091656.2	0.01	NA	NS
Vmn2r-ps127	ENSMUSG00000093469.1	0.05	NA	NS
Vmn2r107	ENSMUSG00000056910.5	0.04	NA	NS
AC154379.1	ENSMUSG00000117018.1	NA	NA	NS
Vmn1r-ps141	ENSMUSG00000093729.1	0	NA	NS
Vmn1r224	ENSMUSG00000091151.2	-0.03	NA	NS
Vmn1r-ps142	ENSMUSG00000093705.1	0.02	NA	NS
Vmn1r-ps143	ENSMUSG00000093454.1	0.01	NA	NS
Vmn2r108	ENSMUSG00000091805.2	0.07	NA	NS
Vmn1r225	ENSMUSG00000043537.2	0.04	NA	NS
Vmn2r109	ENSMUSG00000090572.2	0.05	NA	NS
Vmn2r110	ENSMUSG00000091259.2	0.08	NA	NS
Gm5145	ENSMUSG00000071273.4	NA	NA	NS
Fpr-rs3	ENSMUSG00000060701.1	0	NA	NS
AC154544.1	ENSMUSG00000117295.1	0.03	NA	NS
Vmn1r226	ENSMUSG00000042848.4	0.01	NA	NS
Vmn1r227	ENSMUSG00000067951.5	0.15	NA	NS
Vmn1r228	ENSMUSG00000060245.5	0.08	NA	NS
Vmn1r230	ENSMUSG00000045417.2	0.07	NA	NS
Vmn1r231	ENSMUSG00000050933.4	0.06	NA	NS
Gm49761	ENSMUSG00000116974.1	-0.05	NA	NS
Vmn1r232	ENSMUSG00000062165.3	0.06	NA	NS
Vmn1r-ps144	ENSMUSG00000067949.5	0.07	NA	NS
Vmn1r-ps145	ENSMUSG00000093429.1	0.02	NA	NS
Vmn1r233	ENSMUSG00000045575.2	0.06	NA	NS
Gm5681	ENSMUSG00000101511.1	0.01	NA	NS
Vmn1r-ps146	ENSMUSG00000093453.1	0	NA	NS
Gm5092	ENSMUSG00000102080.2	-0.01	NA	NS
Gm6811	ENSMUSG00000091550.1	0.03	NA	NS
Gm7732	ENSMUSG00000096857.1	0.01	NA	NS
Gm7736	ENSMUSG00000094582.1	0.01	NA	NS
Gm7740	ENSMUSG00000100191.1	-0.01	NA	NS
Gm7742	ENSMUSG00000095963.1	0.01	NA	NS
Vmn1r-ps147	ENSMUSG00000093788.2	0	NA	NS
Vmn1r234	ENSMUSG00000057203.3	0.14	NA	NS
Vmn1r-ps148	ENSMUSG00000093648.1	NA	NA	NS
Vmn1r235	ENSMUSG00000050102.6	0.12	NA	NS
Vmn1r-ps149	ENSMUSG00000093449.1	0.01	NA	NS
Gm26384	ENSMUSG00000076137.1	0.03	NA	NS
Vmn1r237	ENSMUSG00000058030.5	0.08	NA	NS
Vmn1r-ps150	ENSMUSG00000079693.3	0.01	NA	NS
Gm18269	ENSMUSG00000116768.1	0.01	NA	NS
Gm18519	ENSMUSG00000116633.1	0.03	NA	NS
Gm49691	ENSMUSG00000116771.1	0.03	NA	NS
Gm26753	ENSMUSG00000097759.1	0.07	NA	NS
CT010433.1	ENSMUSG00000117037.1	0	NA	NS
9330136K24Rik	ENSMUSG00000097781.1	0.05	NA	NS
CAAA01162718.1	ENSMUSG00000117209.1	0.01	NA	NS
CAAA01141682.1	ENSMUSG00000117013.1	0.02	NA	NS
CAAA01141682.2	ENSMUSG00000117070.1	0.03	NA	NS
Zfp983	ENSMUSG00000035868.9	0.04	NA	NS
Gm10226	ENSMUSG00000067929.3	-0.02	NA	NS
CT009755.2	ENSMUSG00000117056.1	0.02	NA	NS
4930515G13Rik	ENSMUSG00000049202.5	0	NA	NS
Gm9818	ENSMUSG00000047189.3	0.01	NA	NS
CT009755.1	ENSMUSG00000117049.1	0.03	NA	NS
Gm7809	ENSMUSG00000099397.1	0.01	NA	NS
AC154483.1	ENSMUSG00000117025.1	-0.02	NA	NS
Gm9772	ENSMUSG00000040775.6	0.02	NA	NS
Gm7052	ENSMUSG00000092147.1	0.04	NA	NS
AC154707.1	ENSMUSG00000117234.1	0.05	NA	NS
AC154707.2	ENSMUSG00000117252.1	0.03	NA	NS
AC117244.1	ENSMUSG00000117164.1	0.04	NA	NS
Zfp758	ENSMUSG00000044501.17	0.01	NA	NS
AC122270.1	ENSMUSG00000117058.1	NA	NA	NS
AC122270.2	ENSMUSG00000117094.1	NA	NA	NS
AC122270.3	ENSMUSG00000117259.1	NA	NA	NS
Vmn2r111	ENSMUSG00000095093.2	0.07	NA	NS
Vmn2r112	ENSMUSG00000094921.2	0.14	NA	NS
AC098880.1	ENSMUSG00000117055.1	0.03	NA	NS
AC098880.2	ENSMUSG00000117183.1	0	NA	NS
Gm5224	ENSMUSG00000098210.1	0.01	NA	NS
Gm5493	ENSMUSG00000098164.2	0.05	NA	NS
AC154486.3	ENSMUSG00000117333.1	-0.04	NA	NS
Gm16386	ENSMUSG00000096975.1	-0.05	NA	NS
AC154486.1	ENSMUSG00000117002.1	0.03	NA	NS
AC154486.2	ENSMUSG00000117141.1	0.07	NA	NS
Vmn2r-ps128	ENSMUSG00000090355.3	0.01	NA	NS
Vmn2r113	ENSMUSG00000092111.2	0.13	NA	NS
Vmn2r-ps129	ENSMUSG00000094752.1	0	NA	NS
Gm18415	ENSMUSG00000093433.1	0	NA	NS
Gm18396	ENSMUSG00000093564.1	-0.01	NA	NS
Vmn2r-ps130	ENSMUSG00000095658.2	0.09	NA	NS
Gm18397	ENSMUSG00000093703.1	0.01	NA	NS
Gm18416	ENSMUSG00000093685.1	-0.01	NA	NS
Vmn2r-ps131	ENSMUSG00000096429.1	0.01	NA	NS
Vmn2r-ps132	ENSMUSG00000093714.1	0.03	NA	NS
Vmn2r-ps133	ENSMUSG00000093493.1	0.03	NA	NS
Vmn2r114	ENSMUSG00000091945.2	0.1	NA	NS
Vmn2r115	ENSMUSG00000091076.2	0.16	NA	NS
Vmn2r116	ENSMUSG00000090966.2	0.05	NA	NS
CT485617.1	ENSMUSG00000117159.1	NA	NA	NS
Vmn2r-ps134	ENSMUSG00000096270.1	0	NA	NS
Vmn2r117	ENSMUSG00000091407.2	0.06	NA	NS
Olfr752-ps1	ENSMUSG00000109027.1	0.03	NA	NS
AC154753.1	ENSMUSG00000117154.1	0.03	NA	NS
Casp16-ps	ENSMUSG00000067882.14	0.08	NA	NS
Gm26695	ENSMUSG00000097517.1	NA	NA	NS
Gm49092	ENSMUSG00000115842.1	-0.01	NA	NS
Zscan10	ENSMUSG00000023902.18	0	NA	NS
AC154766.1	ENSMUSG00000117059.1	-0.02	NA	NS
Mmp25	ENSMUSG00000023903.8	0.09	NA	NS
AC154766.2	ENSMUSG00000117108.1	NA	NA	NS
AC154766.3	ENSMUSG00000117258.1	0.03	NA	NS
Cldn6	ENSMUSG00000023906.3	-0.01	NA	NS
Cldn9	ENSMUSG00000066720.7	0.06	NA	NS
1520401A03Rik	ENSMUSG00000043747.12	-0.05	NA	NS
Gm49163	ENSMUSG00000115692.1	0	NA	NS
Gm16275	ENSMUSG00000086719.1	0.01	NA	NS
AC122821.1	ENSMUSG00000117219.1	-0.02	NA	NS
Mir5125	ENSMUSG00000092981.1	0.02	NA	NS
Prss33	ENSMUSG00000049620.9	0.01	NA	NS
Prss21	ENSMUSG00000024116.6	0.02	NA	NS
Dcpp1	ENSMUSG00000096445.1	0.01	NA	NS
Dcpp2	ENSMUSG00000096278.8	0.01	NA	NS
AC110262.4	ENSMUSG00000117527.1	-0.01	NA	NS
AC110262.1	ENSMUSG00000117400.1	0.05	NA	NS
AC110262.3	ENSMUSG00000117488.1	0.01	NA	NS
AC110262.2	ENSMUSG00000117403.1	0.06	NA	NS
Dcpp3	ENSMUSG00000057417.7	-0.01	NA	NS
Sbp	ENSMUSG00000024128.13	0.01	NA	NS
Sbpl	ENSMUSG00000024125.2	0.01	NA	NS
Prss22	ENSMUSG00000045027.7	-0.08	NA	NS
Gm27700	ENSMUSG00000098964.1	0	NA	NS
Gm25092	ENSMUSG00000077184.1	0	NA	NS
Gm5225	ENSMUSG00000095266.2	0.02	NA	NS
CT010502.1	ENSMUSG00000117523.1	0.01	NA	NS
CT010502.2	ENSMUSG00000117557.1	0.07	NA	NS
Ntn3	ENSMUSG00000117406.1	0.01	NA	NS
BC028777	ENSMUSG00000085185.10	0.02	NA	NS
Mir5134	ENSMUSG00000093270.1	0.01	NA	NS
Mir6965	ENSMUSG00000099123.1	0	NA	NS
Abca17	ENSMUSG00000035435.17	0.04	NA	NS
Gm24427	ENSMUSG00000094175.1	NA	NA	NS
Gm25618	ENSMUSG00000095396.1	-0.01	NA	NS
Dnase1l2	ENSMUSG00000024136.14	0.03	NA	NS
Bricd5	ENSMUSG00000045744.10	NA	NA	NS
AC154237.1	ENSMUSG00000117487.1	0.02	NA	NS
Caskin1	ENSMUSG00000033597.9	-0.03	NA	NS
Snord60	ENSMUSG00000064768.1	NA	NA	NS
AC132367.1	ENSMUSG00000117423.1	0.02	NA	NS
Gm24589	ENSMUSG00000080342.1	0	NA	NS
Npw	ENSMUSG00000071230.6	-0.02	NA	NS
Syngr3	ENSMUSG00000007021.5	-0.03	NA	NS
Rnf151	ENSMUSG00000008482.9	-0.02	NA	NS
Snora64	ENSMUSG00000077709.1	NA	NA	NS
Rpl3l	ENSMUSG00000002500.15	0.04	NA	NS
Hs3st6	ENSMUSG00000039628.9	-0.02	NA	NS
AC166102.1	ENSMUSG00000117379.1	0	NA	NS
Meiob	ENSMUSG00000024155.8	0.05	NA	NS
Igfals	ENSMUSG00000046070.9	0.1	NA	NS
Nme3	ENSMUSG00000073435.10	-0.01	NA	NS
Tmem204	ENSMUSG00000024168.8	0.07	NA	NS
Ptx4	ENSMUSG00000044172.7	0.03	NA	NS
Ccdc154	ENSMUSG00000059562.14	-0.03	NA	NS
Gm38655	ENSMUSG00000114245.1	0.05	NA	NS
Unkl	ENSMUSG00000015127.14	0.01	NA	NS
Mir3547	ENSMUSG00000093202.2	0.01	NA	NS
Prss34	ENSMUSG00000056399.2	0.05	NA	NS
Gm25921	ENSMUSG00000088930.1	NA	NA	NS
Prss28	ENSMUSG00000024171.5	-0.01	NA	NS
Prss29	ENSMUSG00000034039.8	0	NA	NS
Gm5430	ENSMUSG00000098180.1	-0.01	NA	NS
AC122454.1	ENSMUSG00000117517.1	0.01	NA	NS
Tpsab1	ENSMUSG00000024173.11	0.01	NA	NS
Tpsb2	ENSMUSG00000033825.10	0.15	NA	NS
Tekt4	ENSMUSG00000024175.2	0.02	NA	NS
Sstr5	ENSMUSG00000050824.12	0.01	NA	NS
AC131323.2	ENSMUSG00000117437.1	0.01	NA	NS
AC131323.1	ENSMUSG00000117420.1	0.01	NA	NS
AC131323.5	ENSMUSG00000117577.1	0	NA	NS
AC131323.4	ENSMUSG00000117544.1	-0.01	NA	NS
AC131323.3	ENSMUSG00000117445.1	0.04	NA	NS
Sox8	ENSMUSG00000024176.10	0.09	NA	NS
Gm22645	ENSMUSG00000096451.1	0.01	NA	NS
AC134908.3	ENSMUSG00000117791.1	NA	NA	NS
AC134908.5	ENSMUSG00000118136.1	0.01	NA	NS
AC134908.1	ENSMUSG00000117657.1	0.01	NA	NS
Mslnl	ENSMUSG00000041062.7	-0.04	NA	NS
Gm25083	ENSMUSG00000076274.1	NA	NA	NS
AC134908.2	ENSMUSG00000117741.1	0.01	NA	NS
Mir6966	ENSMUSG00000098329.1	NA	NA	NS
AC134908.4	ENSMUSG00000118135.1	NA	NA	NS
Metrn	ENSMUSG00000002274.13	-0.09	NA	NS
Gm26694	ENSMUSG00000097518.1	0	NA	NS
Fbxl16	ENSMUSG00000025738.8	-0.07	NA	NS
Mir3082	ENSMUSG00000093076.1	NA	NA	NS
Rhbdl1	ENSMUSG00000025735.13	-0.01	NA	NS
Gm20683	ENSMUSG00000093593.1	-0.01	NA	NS
Gm16278	ENSMUSG00000084862.1	-0.06	NA	NS
Nhlrc4	ENSMUSG00000090113.7	0.05	NA	NS
A930017K11Rik	ENSMUSG00000025727.8	0.02	NA	NS
D630044L22Rik	ENSMUSG00000097405.1	-0.09	NA	NS
1700022N22Rik	ENSMUSG00000097523.2	0.1	NA	NS
AC140047.2	ENSMUSG00000118105.1	0.01	NA	NS
AC140047.1	ENSMUSG00000117374.1	0.01	NA	NS
Arhgdig	ENSMUSG00000073433.11	-0.02	NA	NS
Gm23123	ENSMUSG00000088273.1	-0.03	NA	NS
AC126438.1	ENSMUSG00000117513.1	-0.06	NA	NS
AC126438.4	ENSMUSG00000117622.1	0.01	NA	NS
AC126438.3	ENSMUSG00000117609.1	0	NA	NS
AC126438.2	ENSMUSG00000117596.1	-0.03	NA	NS
Hba-ps4	ENSMUSG00000084893.3	0.02	NA	NS
AC157598.1	ENSMUSG00000117551.1	0.02	NA	NS
AC122252.3	ENSMUSG00000118232.1	0.06	NA	NS
AC122252.2	ENSMUSG00000118107.1	-0.03	NA	NS
AC122252.4	ENSMUSG00000118368.1	NA	NA	NS
AC122252.1	ENSMUSG00000118068.1	0.05	NA	NS
Gm8225	ENSMUSG00000068604.4	0.02	NA	NS
Gm22420	ENSMUSG00000094969.1	0.01	NA	NS
Gm17218	ENSMUSG00000091078.1	-0.02	NA	NS
Nkx2-5	ENSMUSG00000015579.5	NA	NA	NS
Gm17382	ENSMUSG00000078838.3	-0.02	NA	NS
Gm20468	ENSMUSG00000092539.2	-0.01	NA	NS
AC144621.1	ENSMUSG00000117903.1	-0.01	NA	NS
AC144621.3	ENSMUSG00000118147.1	0.03	NA	NS
Gm27775	ENSMUSG00000098586.1	NA	NA	NS
Mir6968	ENSMUSG00000098510.1	NA	NA	NS
Mir3083	ENSMUSG00000093118.1	NA	NA	NS
Zbtb9	ENSMUSG00000079605.5	0.01	NA	NS
Ggnbp1	ENSMUSG00000117819.1	0.01	NA	NS
AC144621.2	ENSMUSG00000118007.1	0.03	NA	NS
AC132404.1	ENSMUSG00000117799.1	0.12	NA	NS
Mir7677	ENSMUSG00000098826.1	NA	NA	NS
Itpr3os	ENSMUSG00000086898.1	0.01	NA	NS
AC132404.2	ENSMUSG00000118010.1	-0.01	NA	NS
Ip6k3	ENSMUSG00000024210.3	0.01	NA	NS
Lemd2	ENSMUSG00000044857.8	0	NA	NS
AC141882.2	ENSMUSG00000117916.1	0.01	NA	NS
AC141882.1	ENSMUSG00000117794.1	-0.01	NA	NS
Gm49793	ENSMUSG00000116751.1	0.01	NA	NS
Mir7214	ENSMUSG00000105142.1	-0.01	NA	NS
Gm10505	ENSMUSG00000073430.5	0.05	NA	NS
Mir7216	ENSMUSG00000099237.1	NA	NA	NS
Gm49795	ENSMUSG00000116692.1	0	NA	NS
Gm49794	ENSMUSG00000116879.1	0.07	NA	NS
Mir7217	ENSMUSG00000106578.1	NA	NA	NS
Mir7218	ENSMUSG00000106215.1	NA	NA	NS
Gm49796	ENSMUSG00000116970.1	-0.01	NA	NS
Gm49789	ENSMUSG00000116682.1	-0.01	NA	NS
Gm49790	ENSMUSG00000116568.1	-0.01	NA	NS
Gm9703	ENSMUSG00000082741.2	-0.02	NA	NS
Gm49774	ENSMUSG00000116657.1	-0.02	NA	NS
Gm49773	ENSMUSG00000116548.1	NA	NA	NS
C130040N14Rik	ENSMUSG00000116884.1	0	NA	NS
RPS10-NUDT3	ENSMUSG00000117338.1	NA	NA	NS
Gm49741	ENSMUSG00000116571.1	-0.03	NA	NS
Gm15420	ENSMUSG00000087387.2	0.05	NA	NS
Pacsin1	ENSMUSG00000040276.15	0.15	NA	NS
Gm15458	ENSMUSG00000086485.2	0.03	NA	NS
Rps2-ps9	ENSMUSG00000080731.2	-0.05	NA	NS
AC126040.1	ENSMUSG00000117161.1	-0.01	NA	NS
AC126040.2	ENSMUSG00000117216.1	NA	NA	NS
Gm15597	ENSMUSG00000085846.1	0.01	NA	NS
AC132460.2	ENSMUSG00000117130.1	-0.01	NA	NS
AC132460.3	ENSMUSG00000117263.1	-0.05	NA	NS
Tcp11	ENSMUSG00000062859.15	-0.11	NA	NS
4930526A20Rik	ENSMUSG00000085521.4	-0.03	NA	NS
AC132460.1	ENSMUSG00000117120.1	NA	NA	NS
AC126937.3	ENSMUSG00000117189.1	-0.01	NA	NS
Scube3	ENSMUSG00000038677.14	0.03	NA	NS
AC126937.2	ENSMUSG00000117171.1	0.02	NA	NS
AC126937.1	ENSMUSG00000117028.1	0.05	NA	NS
CT025652.1	ENSMUSG00000117027.1	0.02	NA	NS
CT025652.2	ENSMUSG00000117303.1	0.01	NA	NS
Tulp1	ENSMUSG00000037446.14	0.02	NA	NS
AC154912.5	ENSMUSG00000117313.1	0.02	NA	NS
AC154912.1	ENSMUSG00000117084.1	0.02	NA	NS
Gm22146	ENSMUSG00000088022.1	0.01	NA	NS
AC154912.3	ENSMUSG00000117294.1	0.09	NA	NS
AC154912.4	ENSMUSG00000117304.1	-0.01	NA	NS
Gm20109	ENSMUSG00000097714.1	0	NA	NS
E230001N04Rik	ENSMUSG00000066170.7	-0.02	NA	NS
Gm25195	ENSMUSG00000095947.1	0.01	NA	NS
AC154912.2	ENSMUSG00000117131.1	0	NA	NS
Armc12	ENSMUSG00000024223.3	-0.01	NA	NS
Clpsl2	ENSMUSG00000024224.5	0.01	NA	NS
Mir6969	ENSMUSG00000099152.1	-0.01	NA	NS
Lhfpl5	ENSMUSG00000062252.9	-0.09	NA	NS
Slc26a8	ENSMUSG00000036196.16	0.19	NA	NS
AC170998.1	ENSMUSG00000117145.1	0.04	NA	NS
AC140278.1	ENSMUSG00000117255.1	-0.02	NA	NS
AC140278.2	ENSMUSG00000117301.1	-0.01	NA	NS
1700030A11Rik	ENSMUSG00000085333.1	-0.12	NA	NS
Gm16191	ENSMUSG00000087693.1	0.03	NA	NS
Pxt1	ENSMUSG00000045378.5	-0.02	NA	NS
CT025867.2	ENSMUSG00000117116.1	0	NA	NS
CT025867.1	ENSMUSG00000117080.1	0	NA	NS
Gm23887	ENSMUSG00000084632.1	0.01	NA	NS
Gm16196	ENSMUSG00000086154.2	0.01	NA	NS
Gm16195	ENSMUSG00000087308.1	-0.02	NA	NS
AC167363.1	ENSMUSG00000117007.1	0	NA	NS
Trp53cor1	ENSMUSG00000085912.2	0.02	NA	NS
Gm27599	ENSMUSG00000098994.1	NA	NA	NS
AC167363.2	ENSMUSG00000117050.1	-0.13	NA	NS
Rab44	ENSMUSG00000064147.7	0.08	NA	NS
Rpl35a-ps3	ENSMUSG00000067575.5	-0.01	NA	NS
AC167363.3	ENSMUSG00000117291.1	0.02	NA	NS
AC162182.2	ENSMUSG00000117610.1	NA	NA	NS
AC162182.3	ENSMUSG00000117614.1	0	NA	NS
Gm10045	ENSMUSG00000094326.1	NA	NA	NS
Pi16	ENSMUSG00000024011.17	0.13	NA	NS
AC162182.1	ENSMUSG00000117592.1	0	NA	NS
AC163635.1	ENSMUSG00000117575.1	0.02	NA	NS
AC163629.2	ENSMUSG00000117427.1	0	NA	NS
Gm26885	ENSMUSG00000097125.2	-0.01	NA	NS
Gm17657	ENSMUSG00000091614.2	-0.01	NA	NS
Tmem217	ENSMUSG00000079580.9	-0.01	NA	NS
Gm28052	ENSMUSG00000099329.2	NA	NA	NS
Tbc1d22bos	ENSMUSG00000089900.2	-0.02	NA	NS
Mir7667	ENSMUSG00000098764.1	0.01	NA	NS
AC163629.1	ENSMUSG00000117376.1	0.03	NA	NS
Gm28043	ENSMUSG00000098374.1	NA	NA	NS
AC154279.1	ENSMUSG00000117534.1	0.04	NA	NS
Cmtr1	ENSMUSG00000024019.18	0.01	NA	NS
AC154291.1	ENSMUSG00000117434.1	0.02	NA	NS
AC154291.2	ENSMUSG00000117489.1	0.01	NA	NS
Mdga1	ENSMUSG00000043557.16	0.09	NA	NS
Gm16758	ENSMUSG00000086534.2	0.08	NA	NS
AC151294.2	ENSMUSG00000117528.1	0.01	NA	NS
AC151294.3	ENSMUSG00000117639.1	-0.01	NA	NS
Gm22327	ENSMUSG00000089524.1	NA	NA	NS
AC151294.1	ENSMUSG00000117371.1	0	NA	NS
AC132481.1	ENSMUSG00000117947.1	0.01	NA	NS
AC132481.2	ENSMUSG00000117974.1	0.01	NA	NS
Gm25049	ENSMUSG00000089222.1	0	NA	NS
AC125544.1	ENSMUSG00000117835.1	-0.01	NA	NS
AC174471.1	ENSMUSG00000118341.1	NA	NA	NS
Gm9874	ENSMUSG00000103207.1	0	NA	NS
AC165962.1	ENSMUSG00000117725.1	0.04	NA	NS
AC165962.3	ENSMUSG00000118053.1	NA	NA	NS
AC165962.4	ENSMUSG00000118382.1	0.01	NA	NS
AC165962.2	ENSMUSG00000117749.1	-0.03	NA	NS
Gm24661	ENSMUSG00000094785.1	0	NA	NS
AC166166.1	ENSMUSG00000117760.1	-0.04	NA	NS
AC165951.4	ENSMUSG00000118205.1	0	NA	NS
AC165951.2	ENSMUSG00000118119.1	0.01	NA	NS
AC165951.5	ENSMUSG00000118281.1	0.04	NA	NS
AC165951.1	ENSMUSG00000117786.1	0.06	NA	NS
AC165951.6	ENSMUSG00000118284.1	0.02	NA	NS
Umodl1	ENSMUSG00000054134.14	0.07	NA	NS
Gm24026	ENSMUSG00000092731.1	-0.01	NA	NS
AC165951.3	ENSMUSG00000118169.1	0	NA	NS
Gm25447	ENSMUSG00000089622.1	-0.01	NA	NS
Tff2	ENSMUSG00000024028.7	0.04	NA	NS
Gm15318	ENSMUSG00000086010.8	0.05	NA	NS
Tff1	ENSMUSG00000024032.7	0	NA	NS
Tmprss3	ENSMUSG00000024034.13	0.08	NA	NS
AC154652.1	ENSMUSG00000117899.1	-0.01	NA	NS
AC166172.6	ENSMUSG00000118157.1	-0.01	NA	NS
AC166172.7	ENSMUSG00000118390.1	0.04	NA	NS
AC166172.3	ENSMUSG00000118049.1	-0.05	NA	NS
Gm38099	ENSMUSG00000104159.1	0.02	NA	NS
AC166172.1	ENSMUSG00000117818.1	-0.06	NA	NS
4833413E03Rik	ENSMUSG00000013562.12	0.16	NA	NS
AC166172.4	ENSMUSG00000118071.1	0.02	NA	NS
AC166172.2	ENSMUSG00000117858.1	NA	NA	NS
Gm24970	ENSMUSG00000093323.1	NA	NA	NS
AC166575.1	ENSMUSG00000118239.1	0.05	NA	NS
AC090881.3	ENSMUSG00000118161.1	0	NA	NS
AC090881.2	ENSMUSG00000117987.1	0.04	NA	NS
Cryaa	ENSMUSG00000024041.10	0.05	NA	NS
AC090881.1	ENSMUSG00000117656.1	0.03	NA	NS
AC166654.1	ENSMUSG00000117355.1	0.02	NA	NS
AC138228.1	ENSMUSG00000117562.2	0.01	NA	NS
AC138228.2	ENSMUSG00000117879.1	-0.01	NA	NS
AC138228.3	ENSMUSG00000117980.1	0.01	NA	NS
Hsf2bp	ENSMUSG00000002076.12	0.11	NA	NS
Gm17572	ENSMUSG00000091548.2	0.01	NA	NS
Gm25883	ENSMUSG00000088406.1	0.01	NA	NS
Pdxk-ps	ENSMUSG00000002791.17	0.06	NA	NS
Gm17276	ENSMUSG00000097305.2	0	NA	NS
CT033755.1	ENSMUSG00000117925.1	0.01	NA	NS
Ephx3	ENSMUSG00000037577.13	0.04	NA	NS
Gm4432	ENSMUSG00000116414.2	-0.02	NA	NS
Gm26549	ENSMUSG00000097217.2	-0.06	NA	NS
Gm26858	ENSMUSG00000097861.1	NA	NA	NS
Gm22201	ENSMUSG00000084600.1	NA	NA	NS
CT485616.1	ENSMUSG00000117872.1	0.14	NA	NS
Cyp4f39	ENSMUSG00000061126.5	0.21	NA	NS
CT033759.1	ENSMUSG00000117366.1	0	NA	NS
CT033759.2	ENSMUSG00000117392.1	0.04	NA	NS
CT033759.4	ENSMUSG00000117479.1	0.01	NA	NS
Cyp4f37	ENSMUSG00000062464.6	0.06	NA	NS
CT033759.3	ENSMUSG00000117459.1	4.04	NA	NS
Cyp4f15	ENSMUSG00000073424.9	0.01	NA	NS
CT485613.3	ENSMUSG00000117443.1	0.03	NA	NS
CT485613.6	ENSMUSG00000117651.1	-0.01	NA	NS
CT485613.5	ENSMUSG00000117581.1	-0.01	NA	NS
Gm17115	ENSMUSG00000091968.1	-0.03	NA	NS
Zfp811	ENSMUSG00000055202.11	0.13	NA	NS
Gm23294	ENSMUSG00000077338.1	NA	NA	NS
Gm25555	ENSMUSG00000088703.1	0.01	NA	NS
Gm26693	ENSMUSG00000097030.1	-0.01	NA	NS
CT485613.1	ENSMUSG00000117347.1	0	NA	NS
CT485613.4	ENSMUSG00000117468.1	-0.01	NA	NS
CT485613.2	ENSMUSG00000117373.1	0.01	NA	NS
CT033772.2	ENSMUSG00000117654.1	0.03	NA	NS
CT033772.1	ENSMUSG00000117601.1	NA	NA	NS
Gm25667	ENSMUSG00000088326.1	0	NA	NS
4921501E09Rik	ENSMUSG00000023350.5	0.05	NA	NS
Morc2b	ENSMUSG00000048602.9	-0.02	NA	NS
Olfr55	ENSMUSG00000094891.2	0.04	NA	NS
Olfr239	ENSMUSG00000093884.2	0.02	NA	NS
Olfr1564	ENSMUSG00000096169.3	0.07	NA	NS
Olfr63	ENSMUSG00000054666.7	0.08	NA	NS
Zfp422-ps	ENSMUSG00000091515.5	NA	NA	NS
Zfp81	ENSMUSG00000003929.11	-0.01	NA	NS
Actl9	ENSMUSG00000092519.2	0	NA	NS
CT030734.1	ENSMUSG00000117495.1	0.02	NA	NS
Gm20507	ENSMUSG00000092412.1	NA	NA	NS
Pram1	ENSMUSG00000032739.16	0.01	NA	NS
Gm22943	ENSMUSG00000089189.1	NA	NA	NS
4931413I07Rik	ENSMUSG00000092602.1	0	NA	NS
Kank3	ENSMUSG00000042099.16	-0.02	NA	NS
Gm4134	ENSMUSG00000092571.1	0.01	NA	NS
